TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,AMT_INCOME_TOTAL,AMT_CREDIT,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,DAYS_BIRTH,REGION_RATING_CLIENT
0,Cash loans,M,180000,1350000,Pensioner,Secondary / secondary special,Married,-23709,2
0,Cash loans,F,180000,592560,Commercial associate,Higher education,Married,-10305,1
0,Cash loans,F,180000,545040,Pensioner,Secondary / secondary special,Married,-19418,2
0,Cash loans,F,202500,755190,Commercial associate,Secondary / secondary special,Civil marriage,-9098,2
0,Revolving loans,F,112500,337500,Working,Incomplete higher,Separated,-11280,1
0,Revolving loans,F,45000,247500,Working,Secondary / secondary special,Married,-14372,3
0,Cash loans,M,450000,1354500,Working,Higher education,Married,-20183,2
0,Cash loans,M,108000,675000,Working,Secondary / secondary special,Married,-13856,2
0,Cash loans,M,112500,163201.5,Working,Higher education,Married,-17318,2
0,Cash loans,F,115200,720000,Working,Secondary / secondary special,Married,-13817,2
0,Cash loans,M,67500,274500,Commercial associate,Secondary / secondary special,Married,-15110,2
0,Cash loans,M,157500,640080,Working,Secondary / secondary special,Married,-10259,2
0,Cash loans,M,157500,305221.5,Working,Secondary / secondary special,Single / not married,-13925,2
1,Cash loans,M,48492,446931,Pensioner,Secondary / secondary special,Widow,-22582,3
0,Cash loans,F,157500,1039500,State servant,Higher education,Separated,-15382,2
0,Cash loans,M,148500,540000,Working,Secondary / secondary special,Married,-18038,3
0,Revolving loans,F,292500,495000,Commercial associate,Higher education,Separated,-20966,2
0,Revolving loans,F,76500,247500,Commercial associate,Higher education,Civil marriage,-13541,2
0,Cash loans,F,135000,900000,Working,Secondary / secondary special,Married,-11536,2
0,Cash loans,F,135000,946764,Pensioner,Secondary / secondary special,Widow,-22262,1
0,Cash loans,F,126000,314100,Working,Higher education,Married,-12931,3
0,Cash loans,M,90000,808650,Working,Secondary / secondary special,Married,-15565,2
0,Cash loans,F,270000,900000,Commercial associate,Higher education,Married,-15985,1
0,Cash loans,F,225000,450000,State servant,Secondary / secondary special,Civil marriage,-17389,2
0,Cash loans,F,76500,143910,Pensioner,Secondary / secondary special,Widow,-22418,2
1,Cash loans,F,90000,225000,Working,Secondary / secondary special,Married,-15025,2
0,Cash loans,F,112500,477000,Commercial associate,Higher education,Single / not married,-8371,2
0,Cash loans,F,90000,152820,Commercial associate,Secondary / secondary special,Married,-13646,2
0,Cash loans,F,288000,787131,Working,Higher education,Married,-21225,2
0,Cash loans,F,103500,254700,Working,Secondary / secondary special,Married,-8510,2
0,Cash loans,M,112500,675000,Working,Secondary / secondary special,Married,-14435,3
0,Cash loans,F,180000,781920,Working,Secondary / secondary special,Married,-15736,3
0,Cash loans,F,58500,755190,Pensioner,Secondary / secondary special,Married,-22912,2
0,Cash loans,F,112500,346500,Pensioner,Secondary / secondary special,Widow,-22745,2
0,Cash loans,F,270000,1227901.5,Pensioner,Higher education,Married,-22530,2
0,Cash loans,F,90000,260640,Working,Incomplete higher,Single / not married,-8193,2
0,Cash loans,F,202500,675000,Pensioner,Secondary / secondary special,Widow,-23641,2
0,Cash loans,M,351000,746280,Commercial associate,Higher education,Married,-12167,2
1,Cash loans,F,135000,828000,Working,Secondary / secondary special,Civil marriage,-16989,2
0,Cash loans,M,225000,225000,Working,Higher education,Separated,-16956,2
0,Cash loans,F,157500,225000,Commercial associate,Secondary / secondary special,Married,-10521,2
1,Cash loans,M,180000,450000,Working,Higher education,Single / not married,-9288,2
0,Cash loans,F,265500,1126548,Working,Incomplete higher,Married,-12533,2
0,Cash loans,F,135000,855000,Working,Higher education,Married,-11089,1
0,Cash loans,F,202500,534204,Commercial associate,Secondary / secondary special,Single / not married,-16383,2
0,Cash loans,F,157500,942300,Working,Secondary / secondary special,Separated,-14624,2
0,Revolving loans,F,121500,225000,Commercial associate,Secondary / secondary special,Married,-18641,2
0,Cash loans,F,45000,275076,Pensioner,Higher education,Married,-20672,2
0,Cash loans,M,121500,328500,Working,Higher education,Civil marriage,-9285,2
0,Cash loans,M,180000,675000,Commercial associate,Secondary / secondary special,Married,-10829,2
0,Cash loans,F,135000,640080,Working,Secondary / secondary special,Widow,-16524,2
0,Cash loans,F,108000,518562,Pensioner,Secondary / secondary special,Single / not married,-22696,2
0,Cash loans,F,360000,1201500,Commercial associate,Higher education,Married,-11588,2
0,Revolving loans,M,135000,247500,Working,Higher education,Civil marriage,-17460,2
0,Cash loans,F,90000,603000,Working,Secondary / secondary special,Married,-15933,2
0,Cash loans,F,148500,437877,Working,Incomplete higher,Married,-11496,3
1,Cash loans,F,202500,996849,Pensioner,Secondary / secondary special,Married,-22801,2
0,Cash loans,F,36000,659610,Working,Incomplete higher,Married,-18816,3
0,Cash loans,F,202500,279000,Working,Secondary / secondary special,Widow,-16280,3
0,Cash loans,M,166500,604152,Working,Secondary / secondary special,Separated,-19413,2
0,Revolving loans,M,900000,675000,Working,Higher education,Married,-14318,1
1,Revolving loans,F,135000,180000,Working,Secondary / secondary special,Single / not married,-8060,3
0,Cash loans,F,139500,857169,Pensioner,Lower secondary,Civil marriage,-20556,3
0,Cash loans,F,157500,900000,Commercial associate,Secondary / secondary special,Married,-14672,2
0,Cash loans,F,157500,924394.5,Working,Higher education,Single / not married,-8434,3
0,Cash loans,F,180000,679500,Working,Secondary / secondary special,Married,-9997,3
0,Cash loans,M,450000,1436850,Commercial associate,Secondary / secondary special,Married,-15429,1
0,Cash loans,M,135000,497520,Working,Secondary / secondary special,Single / not married,-15951,2
0,Cash loans,F,225000,834048,Commercial associate,Secondary / secondary special,Married,-15521,2
0,Cash loans,F,238500,760225.5,Commercial associate,Higher education,Married,-14925,1
0,Cash loans,F,103500,269550,Working,Secondary / secondary special,Married,-10089,2
1,Cash loans,F,126000,517788,State servant,Secondary / secondary special,Civil marriage,-15551,2
0,Cash loans,F,225000,640080,Working,Secondary / secondary special,Married,-10035,2
0,Revolving loans,F,112500,337500,Commercial associate,Secondary / secondary special,Married,-20348,2
0,Cash loans,F,157500,337923,Working,Academic degree,Married,-16591,2
0,Cash loans,F,81000,755190,Pensioner,Secondary / secondary special,Married,-23527,2
0,Revolving loans,F,94500,247500,Pensioner,Secondary / secondary special,Separated,-21924,2
0,Cash loans,F,2025000,382500,Working,Secondary / secondary special,Married,-17730,2
0,Cash loans,M,270000,276277.5,Commercial associate,Secondary / secondary special,Married,-15876,2
0,Cash loans,F,112500,270000,Pensioner,Academic degree,Married,-22049,3
0,Cash loans,M,270000,1546020,State servant,Secondary / secondary special,Married,-17543,2
0,Cash loans,F,112500,284400,Pensioner,Secondary / secondary special,Married,-23070,2
0,Revolving loans,M,67500,180000,Pensioner,Secondary / secondary special,Married,-22971,2
0,Cash loans,F,225000,1417500,Pensioner,Secondary / secondary special,Married,-17811,2
0,Cash loans,F,171000,562198.5,Pensioner,Secondary / secondary special,Single / not married,-23005,2
1,Cash loans,F,157500,332946,Working,Secondary / secondary special,Married,-7832,2
0,Cash loans,F,180000,553806,Working,Secondary / secondary special,Married,-19838,2
0,Cash loans,F,112500,545040,Working,Secondary / secondary special,Married,-14977,2
0,Cash loans,F,135000,381528,Working,Secondary / secondary special,Married,-12758,2
0,Cash loans,M,94500,239850,Working,Secondary / secondary special,Married,-12039,2
0,Cash loans,M,166500,566055,Working,Secondary / secondary special,Married,-15298,3
0,Revolving loans,F,166500,270000,Working,Secondary / secondary special,Widow,-17238,2
0,Cash loans,F,256500,1107000,Working,Secondary / secondary special,Married,-19861,2
0,Cash loans,F,202500,1724220,Commercial associate,Secondary / secondary special,Married,-21365,2
1,Cash loans,F,90000,188460,Working,Secondary / secondary special,Civil marriage,-14182,2
0,Cash loans,F,90000,781920,Pensioner,Secondary / secondary special,Married,-23805,2
0,Revolving loans,M,135000,270000,Commercial associate,Higher education,Married,-15815,2
0,Revolving loans,F,126000,382500,Pensioner,Secondary / secondary special,Civil marriage,-23443,2
0,Cash loans,M,193500,675000,Commercial associate,Secondary / secondary special,Civil marriage,-15369,2
0,Cash loans,F,112500,219042,Commercial associate,Secondary / secondary special,Married,-13605,1
0,Revolving loans,F,90000,202500,Working,Secondary / secondary special,Married,-12674,2
0,Cash loans,M,180000,545040,Working,Secondary / secondary special,Married,-12997,2
0,Cash loans,F,405000,521280,Pensioner,Higher education,Widow,-23551,2
0,Cash loans,M,135000,805536,Working,Secondary / secondary special,Married,-21695,2
0,Cash loans,M,171000,486000,Commercial associate,Higher education,Married,-10151,2
0,Cash loans,M,135000,297130.5,Working,Higher education,Single / not married,-10025,2
0,Cash loans,F,225000,1125171,State servant,Higher education,Married,-12021,1
0,Revolving loans,F,135000,382500,Working,Secondary / secondary special,Married,-16108,3
0,Cash loans,F,90000,225000,Commercial associate,Secondary / secondary special,Married,-11566,2
0,Cash loans,F,360000,945000,Commercial associate,Secondary / secondary special,Single / not married,-17294,1
0,Cash loans,M,157500,1436850,Working,Secondary / secondary special,Married,-17356,2
0,Cash loans,F,90000,450000,State servant,Higher education,Civil marriage,-19872,2
1,Cash loans,M,135000,651600,Working,Secondary / secondary special,Married,-12213,2
0,Cash loans,F,675000,1335996,Pensioner,Secondary / secondary special,Separated,-23831,2
0,Cash loans,F,337500,1006920,Pensioner,Higher education,Married,-17367,1
0,Cash loans,F,81000,1155226.5,Working,Higher education,Married,-14713,2
0,Cash loans,M,225000,1255680,Working,Secondary / secondary special,Married,-15476,2
0,Cash loans,F,81000,547344,Pensioner,Secondary / secondary special,Widow,-23727,2
0,Cash loans,M,189000,450000,Working,Secondary / secondary special,Married,-15638,2
1,Cash loans,M,135000,240660,Working,Secondary / secondary special,Single / not married,-18537,2
0,Cash loans,M,225000,900000,Working,Secondary / secondary special,Single / not married,-13499,2
0,Cash loans,F,180000,265536,State servant,Secondary / secondary special,Married,-17932,2
0,Cash loans,M,135000,247500,Working,Secondary / secondary special,Married,-10607,2
0,Cash loans,F,180000,592560,Working,Secondary / secondary special,Separated,-11565,2
0,Cash loans,F,225000,900000,Working,Secondary / secondary special,Separated,-16480,2
1,Cash loans,F,216000,640080,Pensioner,Secondary / secondary special,Married,-20234,2
0,Cash loans,F,405000,450000,Working,Higher education,Married,-10890,3
0,Cash loans,F,45000,45000,Working,Secondary / secondary special,Married,-12089,2
0,Cash loans,M,270000,835605,Working,Secondary / secondary special,Married,-12047,2
1,Cash loans,F,112500,167895,Commercial associate,Secondary / secondary special,Single / not married,-8532,2
0,Cash loans,M,243000,521280,Commercial associate,Higher education,Single / not married,-10122,3
0,Cash loans,M,180000,1129500,Commercial associate,Higher education,Married,-14002,2
0,Cash loans,F,157500,1125000,Working,Higher education,Separated,-14418,2
1,Cash loans,F,76500,339241.5,Working,Secondary / secondary special,Married,-15893,2
0,Cash loans,F,135000,263686.5,Working,Secondary / secondary special,Separated,-20135,2
0,Cash loans,F,112500,353241,Working,Secondary / secondary special,Civil marriage,-13144,2
1,Cash loans,M,162000,364896,State servant,Incomplete higher,Married,-14853,2
0,Cash loans,F,157500,301500,Pensioner,Secondary / secondary special,Married,-19677,1
0,Cash loans,F,157500,119893.5,Working,Higher education,Single / not married,-13366,2
0,Cash loans,F,81000,153504,Pensioner,Secondary / secondary special,Married,-23544,2
0,Cash loans,F,99000,134775,Working,Incomplete higher,Single / not married,-12700,2
0,Cash loans,F,135000,270000,Working,Secondary / secondary special,Married,-13468,2
0,Cash loans,F,112500,523597.5,Working,Higher education,Single / not married,-11458,2
0,Cash loans,F,202500,1237500,Pensioner,Secondary / secondary special,Civil marriage,-23695,2
0,Cash loans,M,180000,675000,Working,Higher education,Married,-11125,2
0,Cash loans,F,58500,225000,Working,Secondary / secondary special,Separated,-18299,2
0,Cash loans,F,148500,1800000,Commercial associate,Higher education,Married,-9571,2
0,Cash loans,F,207000,985378.5,Commercial associate,Higher education,Single / not married,-9640,2
1,Cash loans,F,135000,508495.5,Working,Secondary / secondary special,Married,-13770,2
0,Cash loans,M,315000,2013840,State servant,Higher education,Married,-15112,2
0,Cash loans,F,180000,1206954,Pensioner,Secondary / secondary special,Married,-22103,2
0,Cash loans,F,157500,514602,State servant,Secondary / secondary special,Married,-22612,2
0,Cash loans,F,216000,1305000,Commercial associate,Secondary / secondary special,Married,-14775,3
0,Revolving loans,M,112500,270000,Working,Secondary / secondary special,Married,-18128,2
0,Cash loans,F,247500,270045,Pensioner,Higher education,Married,-8544,2
0,Cash loans,F,135000,225000,Working,Secondary / secondary special,Widow,-23260,2
0,Cash loans,F,148500,273636,State servant,Secondary / secondary special,Married,-9973,3
0,Cash loans,M,90000,355500,Working,Secondary / secondary special,Married,-15637,2
0,Cash loans,M,202500,397017,Working,Higher education,Married,-15450,2
0,Cash loans,F,90000,178290,Working,Secondary / secondary special,Married,-18397,3
0,Cash loans,F,135000,512064,Working,Secondary / secondary special,Married,-11636,2
0,Cash loans,F,180000,1125000,Pensioner,Higher education,Married,-21373,2
0,Cash loans,F,112500,526491,Pensioner,Secondary / secondary special,Widow,-22972,3
0,Cash loans,F,180000,545040,Working,Incomplete higher,Married,-11315,2
0,Cash loans,F,135000,629325,Commercial associate,Secondary / secondary special,Civil marriage,-16573,3
0,Cash loans,M,180000,495000,Commercial associate,Secondary / secondary special,Married,-21378,3
0,Cash loans,M,337500,746280,State servant,Secondary / secondary special,Married,-10050,1
0,Revolving loans,F,247500,675000,Working,Higher education,Married,-16607,2
0,Cash loans,F,135000,495000,Working,Secondary / secondary special,Single / not married,-8834,2
0,Cash loans,M,90000,269550,Working,Secondary / secondary special,Married,-16483,2
0,Cash loans,M,315000,521280,Commercial associate,Incomplete higher,Married,-14128,2
1,Revolving loans,F,202500,202500,Working,Secondary / secondary special,Single / not married,-14596,2
0,Revolving loans,M,135000,225000,State servant,Secondary / secondary special,Married,-20220,2
0,Cash loans,M,202500,539100,Working,Secondary / secondary special,Single / not married,-10548,2
0,Cash loans,F,202500,755190,State servant,Secondary / secondary special,Married,-21584,2
0,Cash loans,F,67500,80865,Commercial associate,Secondary / secondary special,Married,-10218,2
0,Cash loans,F,135000,313438.5,Pensioner,Secondary / secondary special,Widow,-23928,2
1,Cash loans,M,112500,177903,Pensioner,Secondary / secondary special,Civil marriage,-24033,2
0,Cash loans,F,135000,450000,Working,Secondary / secondary special,Married,-9421,2
0,Cash loans,M,157500,405000,Commercial associate,Secondary / secondary special,Married,-18934,2
0,Cash loans,F,121500,233208,Working,Higher education,Single / not married,-8971,2
0,Cash loans,F,180000,355536,Commercial associate,Secondary / secondary special,Married,-9980,2
0,Cash loans,F,147150,1546020,Commercial associate,Higher education,Civil marriage,-8832,2
0,Cash loans,F,121500,814041,Working,Secondary / secondary special,Civil marriage,-11941,2
0,Cash loans,M,76500,107820,Commercial associate,Secondary / secondary special,Married,-19290,2
1,Cash loans,F,675000,1897155,Working,Secondary / secondary special,Married,-17964,3
1,Cash loans,F,31500,95940,Working,Secondary / secondary special,Civil marriage,-20031,2
0,Cash loans,F,108000,254700,Pensioner,Secondary / secondary special,Married,-22352,2
0,Cash loans,F,139050,545040,Pensioner,Secondary / secondary special,Married,-21071,2
0,Cash loans,F,135000,225000,Commercial associate,Higher education,Single / not married,-8582,2
1,Revolving loans,F,67500,202500,Pensioner,Secondary / secondary special,Civil marriage,-22380,2
0,Cash loans,F,157500,900000,State servant,Higher education,Married,-12949,2
0,Cash loans,F,180000,1035000,Working,Secondary / secondary special,Married,-13363,2
0,Cash loans,F,81000,513000,Pensioner,Secondary / secondary special,Married,-20892,2
0,Cash loans,F,135000,317979,Working,Secondary / secondary special,Single / not married,-20024,2
0,Cash loans,F,189000,604152,Working,Secondary / secondary special,Married,-11582,2
0,Cash loans,F,81000,675000,Pensioner,Secondary / secondary special,Married,-20897,2
0,Cash loans,M,135000,694773,Working,Secondary / secondary special,Single / not married,-11103,2
0,Cash loans,M,360000,667422,Commercial associate,Higher education,Married,-13773,2
0,Cash loans,F,72000,633730.5,State servant,Higher education,Married,-10929,2
0,Revolving loans,F,135000,180000,Working,Higher education,Civil marriage,-10643,2
0,Revolving loans,F,166500,135000,Working,Secondary / secondary special,Civil marriage,-17329,2
0,Revolving loans,F,101250,157500,Pensioner,Higher education,Married,-20255,2
0,Cash loans,F,117000,247275,Pensioner,Higher education,Married,-24787,3
0,Cash loans,F,540000,270000,State servant,Higher education,Married,-13005,2
0,Cash loans,F,135000,1111500,Pensioner,Secondary / secondary special,Civil marriage,-23581,2
0,Cash loans,F,81000,599778,Working,Secondary / secondary special,Married,-15537,3
0,Cash loans,M,157500,292500,Working,Higher education,Single / not married,-10603,2
0,Cash loans,M,180000,568800,Commercial associate,Higher education,Separated,-18764,1
0,Cash loans,F,90000,426645,Working,Secondary / secondary special,Single / not married,-16621,2
0,Cash loans,F,90000,508500,Working,Secondary / secondary special,Civil marriage,-10058,2
0,Cash loans,F,247500,819432,Working,Secondary / secondary special,Married,-21331,2
0,Cash loans,F,272079,1546020,Commercial associate,Incomplete higher,Married,-8484,2
0,Cash loans,M,67500,225000,Working,Secondary / secondary special,Married,-12596,2
0,Cash loans,F,67500,207306,Working,Secondary / secondary special,Civil marriage,-9487,2
0,Cash loans,M,267750,314100,Working,Higher education,Married,-10944,2
0,Cash loans,F,315000,1633473,Pensioner,Higher education,Married,-21397,3
0,Cash loans,F,90000,412560,Commercial associate,Incomplete higher,Married,-14054,2
0,Cash loans,F,157500,373500,Working,Secondary / secondary special,Married,-12000,2
0,Cash loans,F,112500,345510,Commercial associate,Higher education,Single / not married,-11870,2
0,Revolving loans,F,135000,135000,Pensioner,Secondary / secondary special,Widow,-22837,2
0,Cash loans,F,112500,497520,Commercial associate,Secondary / secondary special,Civil marriage,-8188,2
0,Cash loans,F,135000,258709.5,Working,Secondary / secondary special,Married,-13622,3
0,Cash loans,F,157500,569398.5,Commercial associate,Secondary / secondary special,Civil marriage,-17329,1
1,Cash loans,M,81000,402214.5,Working,Secondary / secondary special,Single / not married,-8098,2
0,Cash loans,F,225000,750649.5,Commercial associate,Secondary / secondary special,Married,-16015,1
1,Cash loans,F,135000,314055,Commercial associate,Secondary / secondary special,Married,-20677,2
1,Cash loans,F,157500,425133,Commercial associate,Secondary / secondary special,Married,-15951,2
0,Cash loans,F,175500,485901,Working,Secondary / secondary special,Widow,-21682,2
0,Cash loans,F,112500,291384,Commercial associate,Secondary / secondary special,Married,-11784,3
0,Cash loans,F,121500,636138,Pensioner,Secondary / secondary special,Widow,-21105,2
0,Cash loans,F,67500,119925,Working,Secondary / secondary special,Married,-17449,2
0,Cash loans,M,135000,700825.5,Working,Higher education,Single / not married,-9342,2
0,Cash loans,F,360000,1375380,Working,Higher education,Married,-13070,2
0,Cash loans,F,202500,808650,Working,Secondary / secondary special,Civil marriage,-19028,2
0,Cash loans,F,135000,327024,Working,Incomplete higher,Married,-10208,2
0,Cash loans,F,270000,675000,State servant,Higher education,Married,-15955,1
0,Cash loans,F,180000,1125000,Working,Secondary / secondary special,Married,-17880,2
0,Cash loans,M,180000,1078200,Working,Secondary / secondary special,Married,-10900,2
0,Revolving loans,F,90000,270000,Working,Secondary / secondary special,Separated,-10441,2
0,Cash loans,M,67500,178290,Pensioner,Secondary / secondary special,Civil marriage,-18960,3
0,Cash loans,M,135000,247275,Working,Secondary / secondary special,Single / not married,-13407,2
0,Revolving loans,F,112500,180000,Working,Secondary / secondary special,Single / not married,-8949,3
1,Revolving loans,M,270000,585000,Working,Secondary / secondary special,Single / not married,-12042,2
0,Cash loans,F,135000,269550,Working,Higher education,Married,-12489,2
0,Cash loans,M,180000,1102500,Commercial associate,Secondary / secondary special,Married,-19385,2
0,Cash loans,F,67500,86598,State servant,Secondary / secondary special,Married,-11681,2
0,Revolving loans,F,72000,225000,Working,Secondary / secondary special,Married,-20771,2
0,Cash loans,M,63000,254700,Pensioner,Secondary / secondary special,Married,-22359,2
1,Cash loans,F,81000,454500,State servant,Secondary / secondary special,Married,-15176,2
0,Cash loans,F,112500,418500,Commercial associate,Secondary / secondary special,Married,-17828,2
0,Cash loans,M,360000,1009368,Pensioner,Secondary / secondary special,Married,-22758,2
0,Cash loans,F,135000,450000,Commercial associate,Secondary / secondary special,Civil marriage,-11957,2
0,Cash loans,F,81000,276277.5,Pensioner,Secondary / secondary special,Married,-20445,2
0,Cash loans,M,157500,1125000,Working,Secondary / secondary special,Single / not married,-15957,2
0,Cash loans,F,112500,1078200,Working,Higher education,Married,-10575,2
0,Revolving loans,F,90000,270000,Working,Secondary / secondary special,Separated,-15918,3
0,Cash loans,F,144000,454500,Pensioner,Secondary / secondary special,Widow,-22054,2
0,Cash loans,M,173250,765261,Commercial associate,Secondary / secondary special,Single / not married,-15787,2
0,Cash loans,F,112500,85500,State servant,Secondary / secondary special,Married,-10099,2
0,Cash loans,F,180000,485640,Working,Secondary / secondary special,Single / not married,-12339,2
0,Cash loans,F,67500,170640,Commercial associate,Secondary / secondary special,Married,-9420,2
0,Cash loans,F,121500,988191,Pensioner,Lower secondary,Married,-20213,2
0,Cash loans,F,90000,450000,Pensioner,Secondary / secondary special,Single / not married,-20572,2
0,Cash loans,F,180000,855000,Commercial associate,Secondary / secondary special,Married,-20010,1
0,Cash loans,M,270000,592560,Commercial associate,Incomplete higher,Married,-14327,1
0,Cash loans,F,144000,545040,Working,Incomplete higher,Civil marriage,-9234,3
0,Cash loans,F,112500,1363482,Working,Higher education,Married,-17306,3
0,Cash loans,F,135000,679500,Working,Higher education,Married,-10985,2
0,Cash loans,M,450000,1223010,Commercial associate,Secondary / secondary special,Married,-16149,2
0,Revolving loans,M,360000,900000,Commercial associate,Higher education,Married,-15536,3
0,Cash loans,M,225000,1716799.5,Working,Secondary / secondary special,Married,-22669,2
0,Cash loans,F,225000,625536,Commercial associate,Higher education,Married,-14232,2
0,Cash loans,M,135000,755190,Pensioner,Secondary / secondary special,Separated,-22579,2
0,Cash loans,F,87750,258709.5,Working,Secondary / secondary special,Civil marriage,-18108,2
0,Cash loans,F,67500,355536,Pensioner,Secondary / secondary special,Single / not married,-20489,2
0,Cash loans,F,81000,153310.5,Working,Secondary / secondary special,Married,-14037,3
0,Cash loans,F,405000,912019.5,Commercial associate,Secondary / secondary special,Married,-20681,2
0,Cash loans,F,247500,855000,Working,Secondary / secondary special,Separated,-15377,2
0,Cash loans,F,144000,715500,Pensioner,Higher education,Separated,-23714,2
0,Cash loans,F,112500,539100,Working,Higher education,Single / not married,-10468,3
0,Cash loans,M,180000,518562,Commercial associate,Secondary / secondary special,Married,-19790,2
0,Cash loans,F,171000,239850,Working,Secondary / secondary special,Married,-10022,2
0,Cash loans,F,112500,906615,Working,Secondary / secondary special,Widow,-21189,2
0,Cash loans,M,180000,691020,State servant,Secondary / secondary special,Married,-10350,3
0,Cash loans,M,292500,243000,Working,Secondary / secondary special,Single / not married,-12098,2
0,Cash loans,M,450000,707287.5,Commercial associate,Higher education,Married,-14228,2
0,Cash loans,M,135000,297000,Working,Secondary / secondary special,Married,-10793,2
0,Cash loans,M,225000,1312110,Commercial associate,Secondary / secondary special,Married,-19973,2
0,Cash loans,M,135000,675000,Working,Secondary / secondary special,Married,-17549,3
0,Cash loans,F,72000,781920,Pensioner,Secondary / secondary special,Married,-23971,2
1,Cash loans,F,247500,521280,Working,Higher education,Married,-18997,2
0,Cash loans,M,112500,62361,Working,Secondary / secondary special,Married,-12571,2
0,Cash loans,M,157500,265851,Commercial associate,Secondary / secondary special,Married,-14939,2
0,Cash loans,M,234000,840996,Working,Secondary / secondary special,Married,-16919,3
0,Cash loans,F,171000,292500,Pensioner,Secondary / secondary special,Single / not married,-23208,2
0,Cash loans,F,135000,101880,Working,Higher education,Separated,-19812,3
0,Cash loans,F,157500,342000,Pensioner,Secondary / secondary special,Widow,-23183,1
0,Cash loans,F,90000,450000,Working,Secondary / secondary special,Married,-14302,2
0,Cash loans,M,135000,135000,Working,Higher education,Civil marriage,-18110,2
0,Cash loans,F,157500,260640,Working,Secondary / secondary special,Single / not married,-12183,2
0,Cash loans,M,180000,254700,Working,Secondary / secondary special,Civil marriage,-13093,2
0,Cash loans,F,202500,808650,Working,Higher education,Separated,-19070,3
0,Cash loans,F,112500,450000,Working,Incomplete higher,Single / not married,-10568,2
0,Cash loans,F,315000,490495.5,State servant,Higher education,Married,-17845,3
0,Cash loans,F,90000,450000,Working,Secondary / secondary special,Separated,-10212,2
0,Cash loans,F,157500,321574.5,Commercial associate,Secondary / secondary special,Civil marriage,-16628,2
0,Cash loans,M,176400,1800000,Commercial associate,Higher education,Married,-9819,2
0,Cash loans,M,202500,1078200,Working,Secondary / secondary special,Single / not married,-8678,2
0,Revolving loans,F,90000,270000,Commercial associate,Secondary / secondary special,Married,-9715,2
0,Cash loans,F,103500,50940,Working,Secondary / secondary special,Single / not married,-10526,2
0,Cash loans,F,166500,760500,Pensioner,Secondary / secondary special,Single / not married,-16151,2
0,Cash loans,F,76500,808650,Working,Secondary / secondary special,Married,-18849,2
0,Cash loans,M,112500,142632,Working,Secondary / secondary special,Married,-10079,2
0,Cash loans,M,220500,740088,Working,Secondary / secondary special,Married,-13965,2
0,Cash loans,F,67500,137520,Working,Secondary / secondary special,Married,-12729,3
0,Cash loans,F,108000,1288350,State servant,Secondary / secondary special,Married,-12718,3
0,Cash loans,F,360000,728460,Pensioner,Higher education,Single / not married,-17564,1
0,Cash loans,F,270000,854352,Working,Higher education,Separated,-11560,1
0,Cash loans,M,112500,278505,Working,Secondary / secondary special,Married,-9512,2
1,Cash loans,F,135000,290353.5,Pensioner,Lower secondary,Single / not married,-23141,2
0,Cash loans,F,157500,360000,Pensioner,Secondary / secondary special,Married,-22388,2
0,Cash loans,M,225000,900000,State servant,Higher education,Married,-18117,2
0,Revolving loans,M,157500,1237500,Commercial associate,Higher education,Married,-19609,2
0,Cash loans,F,126000,454500,Pensioner,Secondary / secondary special,Separated,-22481,2
0,Cash loans,F,180000,1471333.5,Working,Secondary / secondary special,Separated,-14001,1
0,Cash loans,M,427500,1223010,Pensioner,Secondary / secondary special,Married,-19702,1
0,Cash loans,F,49500,173196,Pensioner,Higher education,Single / not married,-23869,2
0,Cash loans,M,157500,597339,Working,Secondary / secondary special,Married,-15241,2
0,Cash loans,M,90000,905688,Working,Secondary / secondary special,Married,-22142,2
0,Cash loans,F,135000,305221.5,Working,Secondary / secondary special,Married,-14024,3
0,Revolving loans,M,67500,180000,Working,Secondary / secondary special,Single / not married,-12272,2
0,Cash loans,F,216000,254700,Commercial associate,Secondary / secondary special,Civil marriage,-18363,2
0,Cash loans,F,157500,273636,Working,Secondary / secondary special,Separated,-14391,2
0,Cash loans,F,112500,298512,Commercial associate,Secondary / secondary special,Married,-13618,3
0,Cash loans,F,90000,590337,Working,Secondary / secondary special,Married,-16788,2
0,Cash loans,M,270000,1762110,Commercial associate,Higher education,Married,-19807,1
0,Revolving loans,F,112500,270000,Working,Higher education,Married,-12374,2
0,Cash loans,F,180000,197820,Working,Higher education,Single / not married,-24247,2
0,Cash loans,M,135000,454500,Working,Lower secondary,Civil marriage,-13369,2
0,Cash loans,F,157500,82957.5,Working,Secondary / secondary special,Separated,-15904,1
0,Cash loans,F,256500,225000,State servant,Secondary / secondary special,Married,-21264,1
0,Cash loans,F,247500,1803627,Commercial associate,Higher education,Married,-13167,2
0,Cash loans,F,157500,334152,Pensioner,Secondary / secondary special,Married,-21199,2
0,Cash loans,F,202500,573408,Pensioner,Higher education,Married,-22542,3
0,Cash loans,M,112500,225000,Commercial associate,Higher education,Married,-8741,3
0,Cash loans,F,157500,1309500,Pensioner,Secondary / secondary special,Married,-23445,2
0,Cash loans,F,135000,72000,Working,Secondary / secondary special,Married,-16814,3
0,Revolving loans,F,157500,450000,Pensioner,Secondary / secondary special,Widow,-21463,2
0,Cash loans,F,153000,521280,Working,Secondary / secondary special,Married,-21820,2
